PO ZB327 - Remaining to procure from publishers (3265 ISBNs),,,,,,,,,,,,,,,,,,,,,,,
Not available/profitable on Amazon. Publisher names recovered from Amazon scrape & merged across variants. Sorted biggest publisher first.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
#,ISBN,Title,PO Price (USD),REMARKS,,,,,,,,Merged Publisher,,,,,,,,,,,Group #books
1624,9789381431641,The Man Who Wanted to Be Happy,$1.67,,,,,,,,,Hay House Vision,,,,,,,,,,,3
1817,9780143450863,Pocketful O' Stories,$1.67,,,,,,,,,Penguin Enterprise,,,,,,,,,,,2
1830,9789352752140,Happily Ever Afterlife #1: Ghostcoming!,$1.67,,,,,,,,,Scholastic US,,,,,,,,,,,2
1960,9780752227252,Purple Ronnie's I Heart Mum,$1.67,,,,,,,,,Boxtree Ltd,,,,,,,,,,,1
2232,9780143332398,Lovetorn,$1.67,,,,,,,,,paperback,,,,,,,,,,,1
2545,9780143004387,Black Day Book: Daily Tragic Briefs,$1.67,,,,,,,,,(unknown),,,,,,,,,,,
3190,9788172344382,Topper Aipmt Cracker : The Best Guide To Crack Aipmt!! -New Edition,$1.67,,,,,,,,,(unknown),,,,,,,,,,,
3211,9780143474678,Veinte poemas de amor y una cancion dese,$1.67,,,,,,,,,(unknown),,,,,,,,,,,
3221,9789381398746,WORDS OF WISDOM: QUOTABLE QUOTES: N.R. N,$1.67,,,,,,,,,(unknown),,,,,,,,,,,
3229,9789381398739,Words of Wisdom: Quotable Quotes - Ratan. N. Tata,$1.67,,,,,,,,,(unknown),,,,,,,,,,,
761,9788126555697,"Managing Anxiety with Mindfulness for Dummies [Paperback] [Jan 01, 2015] Joelle Jane Marshall",$1.66,,,,,,,,,Wiley,,,,,,,,,,,35
452,9789351032267,24/7 SCIENCE BEHIND THE SCENES SPY FILES: GHOSTS AND REAL-LIFE GHOST HUNTERS,$1.64,,,,,,,,,Scholastic,,,,,,,,,,,72
453,9789386041296,24/7 Science Behind The Scenes Spy Files: UFOs: What Scientists Say May Shock You!,$1.64,,,,,,,,,Scholastic,,,,,,,,,,,72
458,9789386313249,"BRAVE LIKE MY BROTHER [Paperback] [Jan 01, 2017] Books Wagon",$1.64,,,,,,,,,Scholastic,,,,,,,,,,,72
462,9789351038177,Charmed Life#04: Hannas Bright Star,$1.64,,,,,,,,,Scholastic,,,,,,,,,,,72
475,9789351039853,How To Draw 3d Animals,$1.64,,,,,,,,,Scholastic,,,,,,,,,,,72
489,9788184778649,"Nargisa's Adventures [Paperback] [Feb 01, 2016] Manjul Bajaj",$1.64,,,,,,,,,Scholastic,,,,,,,,,,,72
522,9788184779912,Warships And Aircraft Of The Indian Navy,$1.64,,,,,,,,,Scholastic,,,,,,,,,,,72
685,9788121608398,"Dharmorakshati [Paperback] [Jan 01, 2017] Aacharya Chatursen",$1.64,,,,,,,,,Hind Pocket Books,,,,,,,,,,,37
912,9780143103264,Beyond Black Waters,$1.64,,,,,,,,,Penguin,,,,,,,,,,,28
1228,9788172340803,Mughal Romance,$1.64,,,,,,,,,PRAKASH BOOKS,,,,,,,,,,,13
1342,9788184773293,DUS SAHAR: DUS ANUTHI KAHANIYAN (HINDI),$1.64,,,,,,,,,BSCHO,,,,,,,,,,,9
1495,9788189884383,Double Click!: A Foxy Four Mystery,$1.64,,,,,,,,,Zubaan,,,,,,,,,,,6
1497,9789381017272,Smitten,$1.64,,,,,,,,,Zubaan,,,,,,,,,,,6
2827,9789351037620,MATH POTATOES,$1.64,,,,,,,,,(unknown),,,,,,,,,,,
2995,9781582791128,Risotto and other rice dishes,$1.64,,,,,,,,,(unknown),,,,,,,,,,,
3049,9789352755134,Something Upstairs,$1.64,,,,,,,,,(unknown),,,,,,,,,,,
5,9789352870868,Alternative English IX,$1.62,,,,,,,,,Orient BlackSwan,,,,,,,,,,,155
27,9788125030393,Golden Gate Accuracy Workbook 7,$1.62,,,,,,,,,Orient BlackSwan,,,,,,,,,,,155
556,9788178122045,NDA Mathematics,$1.62,,,,,,,,,Ramesh Publishing House,,,,,,,,,,,66
26,9788125030386,Golden Gate Accuracy Workbook 6,$1.56,,,,,,,,,Orient BlackSwan,,,,,,,,,,,155
81,9788125025641,Navrang Saral Hindi Pathyapustakmala: Pathmala 8,$1.56,,,,,,,,,Orient BlackSwan,,,,,,,,,,,155
95,9788125033509,On Course Guided English for the Classroom - Book 1,$1.56,,,,,,,,,Orient BlackSwan,,,,,,,,,,,155
542,9788178128238,Empower Yourself with The Power Hidden within you,$1.56,,,,,,,,,Ramesh Publishing House,,,,,,,,,,,66
799,9788182965416,Geeta Saar,$1.56,,,,,,,,,Arya Publishing Company,,,,,,,,,,,33
806,9788178551562,Let's Discover the Environment Around Us - 3,$1.56,,,,,,,,,Arya Publishing Company,,,,,,,,,,,33
859,9788131808986,Comprehensive CCE Question Bank in Science (with solutions) Term-II IX,$1.56,,,,,,,,,Laxmi Publications,,,,,,,,,,,29
1040,9788181374875,Together With Kilkariyaan - B,$1.56,,,,,,,,,Rachna Sagar,,,,,,,,,,,20
1356,9780853186076,The Green Book of the Élus Coëns,$1.56,,,,,,,,,Lewis Masonic,,,,,,,,,,,9
1833,9780001063709,"Weihnachts-Kantilene: ""Euch ist heute der Heiland geboren, welcher ist Christus, der Herr!"". mixed choir (SATB), solo (Mezzo) and piano (organ). Partition de chœur.",$1.56,,,,,,,,,SCHOTT,,,,,,,,,,,2
1856,9789351870326,Henry Fielding: Joseph Andrews,$1.56,,,,,,,,,Unique Publishers,,,,,,,,,,,2
1880,9788187077220,Astrology ; How Planets Affects in Your Life,$1.56,,,,,,,,,Ajay Book Service,,,,,,,,,,,1
2276,9788131910139,The Budha Speaks,$1.56,,,,,,,,,RANDOM HOUSE EBOOK,,,,,,,,,,,1
2363,9788182881372,Commentary on Anuvada Nunmalai - Volume I,$1.56,,,,,,,,,Sri Ramanasramam,,,,,,,,,,,1
2386,9788170593737,Self Realization : Through Love,$1.56,,,,,,,,,The Theosophical Publishing House,,,,,,,,,,,1
2486,9789393304964,"A Textbook of Pharmacognosy & Phytochemistry II, B.Pharma V",$1.56,,,,,,,,,(unknown),,,,,,,,,,,
2643,9788122312782,Don't Blame God,$1.56,,,,,,,,,(unknown),,,,,,,,,,,
2957,9780859678025,"Pietro Testa, 1612-50",$1.56,,,,,,,,,(unknown),,,,,,,,,,,
3093,9789357437271,THE TORTOISE AND THE HARE,$1.56,,,,,,,,,(unknown),,,,,,,,,,,
3197,9789380444543,UNDERSTANDING ELECTRICAL WORKSHOP,$1.56,,,,,,,,,(unknown),,,,,,,,,,,
3240,9788188236282,सन्नाटे का छंद (कविता संचयन)- Sannate Ka Chhanda (Representative Poems),$1.56,,,,,,,,,(unknown),,,,,,,,,,,
1059,9788129104830,Pearls of Wisdom,$1.53,,,,,,,,,Rupa,,,,,,,,,,,20
2426,9788129118851,The Storm: Stories And Prose Poems,$1.53,,,,,,,,,White Cloud Press,,,,,,,,,,,1
2488,9789353526924,AATHVIN CHAABI AUR ANYA KAHANIYA - HINDI,$1.53,,,,,,,,,(unknown),,,,,,,,,,,
2930,9788184721669,PATHOPHYSIOLOGY OF COMMON DISEASES (PB 2011),$1.53,,,,,,,,,(unknown),,,,,,,,,,,
25,9788125030379,Golden Gate Accuracy Workbook 5,$1.50,,,,,,,,,Orient BlackSwan,,,,,,,,,,,155
964,9788170556541,Jo Mare Jayenge,$1.50,,,,,,,,,Vani Prakashan,,,,,,,,,,,24
973,9788190511230,Rustam Sohrab,$1.50,,,,,,,,,Vani Prakashan,,,,,,,,,,,24
974,9788170553175,Saakhi,$1.50,,,,,,,,,Vani Prakashan,,,,,,,,,,,24
2484,9789393304902,"A Textbook of Pharmaceutical Biotechnology, B.Pharma VI",$1.50,,,,,,,,,(unknown),,,,,,,,,,,
2661,9788170552109,Ek Nayee Shatabdi Ki Aor,$1.50,,,,,,,,,(unknown),,,,,,,,,,,
2743,9788170556015,Hindī aura Nepālī sāhitya ke pratinidhi hastākshara (Hindi Edition),$1.50,,,,,,,,,(unknown),,,,,,,,,,,
2963,9788170553038,Prayshchit,$1.50,,,,,,,,,(unknown),,,,,,,,,,,
2989,9789361033773,Reboot 2025 Edition With Ms Office 2016 Updates Books 2 Teachers Manual,$1.50,,,,,,,,,(unknown),,,,,,,,,,,
473,9789351033189,"Ghosts, Spooks and Other Scary Stuff [Paperback] [Jan 01, 2014] Subhadra Sen Gupta",$1.47,,,,,,,,,Scholastic,,,,,,,,,,,72
491,9789351035275,REAL BIOS: ED SHEERAN,$1.47,,,,,,,,,Scholastic,,,,,,,,,,,72
517,9789351032755,"Top Craft [Paperback] Rita Das,Avni Das",$1.47,,,,,,,,,Scholastic,,,,,,,,,,,72
520,9788176559683,"Twilight in the Land of Nowhen [Paperback] [Jan 01, 2008] NA",$1.47,,,,,,,,,Scholastic,,,,,,,,,,,72
1345,9788176555739,"Of Birds and Beasts [Paperback] [Nov 30, 2006] Ruskin Bond, Sangeeta Bahuguna",$1.47,,,,,,,,,BSCHO,,,,,,,,,,,9
1348,9788184778267,The Mystery Of Mindnet (Fundoo #04),$1.47,,,,,,,,,BSCHO,,,,,,,,,,,9
1938,9781594773068,Ganga The River That Flows From Heaven To Earth [Paperback] Sperling Vatsala,$1.47,,,,,,,,,Bear Cub Books,,,,,,,,,,,1
1986,9788121620666,GHADDAR [Paperback Bunko] PAPER BACK,$1.47,,,,,,,,,CHILDREN'S BOOK TRUST-NEW DELHI,,,,,,,,,,,1
23,9788125030355,Golden Gate Accuracy Workbook 3,$1.44,,,,,,,,,Orient BlackSwan,,,,,,,,,,,155
24,9788125030362,Golden Gate Accuracy Workbook 4,$1.44,,,,,,,,,Orient BlackSwan,,,,,,,,,,,155
60,9788125006893,Lost directions,$1.44,,,,,,,,,Orient BlackSwan,,,,,,,,,,,155
551,9788178122069,LATEST ESSYS,$1.44,,,,,,,,,Ramesh Publishing House,,,,,,,,,,,66
696,9788121618052,"Mother Teresa Ki Suktiyan: Mother Teresa Ke Vachanon Ka Bhandar, Jo Amar Ho Gaye Aur Jan - Jan Ke Prerana - Strot Bane. (Hindi Edition)",$1.44,,,,,,,,,Hind Pocket Books,,,,,,,,,,,37
894,9788121935029,S. Chand's Electronic Components and Applications,$1.44,,,,,,,,,S.Chand (G/L) & Company Ltd,,,,,,,,,,,29
1254,9789311126661,30 Practice Sets - Bhartiya Vayu Sena Airman Group 'Y' (Gair Takniki Trades) Pariksha,$1.44,,,,,,,,,Arihant Publication,,,,,,,,,,,12
1338,9788177394689,Sankalpam Praveshika,$1.44,,,,,,,,,Avichal Publishing Company,,,,,,,,,,,9
1362,9788170704812,Playway Maths Primer 2,$1.44,,,,,,,,,Ratna Sagar P. Ltd.,,,,,,,,,,,9
1403,9788121615945,Paro (HINDI),$1.44,,,,,,,,,HPB/FC,,,,,,,,,,,8
1404,9788121616591,"Priya [Paperback] [Jan 01, 2017] Namita Gokhale",$1.44,,,,,,,,,HPB/FC,,,,,,,,,,,8
1524,9789350361238,M for Mystery: Stories of Mystery and Adventure,$1.44,,,,,,,,,Ratna Sagar Private Limited,,,,,,,,,,,5
1527,9788183329552,The Magic Flute: Folk Tales from All Over India,$1.44,,,,,,,,,Ratna Sagar Private Limited,,,,,,,,,,,5
1568,9788170218432,Hands on: Spiritual Healing,$1.44,,,,,,,,,Health Harmony,,,,,,,,,,,4
1796,9788172294670,Panditji - Potano Vishe (Gujarati Edition),$1.44,,,,,,,,,Navjivan Trust,,,,,,,,,,,2
1853,9780070679955,New Expressions English Primer,$1.44,,,,,,,,,Tata McGraw Hill Education,,,,,,,,,,,2
2100,9788195352975,Mother । वर्जिन मदर,$1.44,,,,,,,,,Hind Yugm Blue,,,,,,,,,,,1
2226,9780195669633,Minidictionary For Nurses,$1.44,,,,,,,,,OXFORD PUBLISHER,,,,,,,,,,,1
2560,9789373745763,CBSE MCQ BOOKLET CLASS 2 2026,$1.44,,,,,,,,,(unknown),,,,,,,,,,,
2754,9789373745879,ICSE MCQ BOOKLET CLASS 1 2026,$1.44,,,,,,,,,(unknown),,,,,,,,,,,
2777,9788126318216,Jain Siddhant,$1.44,,,,,,,,,(unknown),,,,,,,,,,,
3016,9788178122380,SSC SO Paper -II Commerce Guide,$1.44,,,,,,,,,(unknown),,,,,,,,,,,
3017,9788178122397,SSC SO Paper -II Commerce Guide,$1.44,,,,,,,,,(unknown),,,,,,,,,,,
1050,9788129119179,Anything For You Ma'am,$1.43,,,,,,,,,Rupa,,,,,,,,,,,20
22,9788125030348,Golden Gate Accuracy Workbook 2,$1.38,,,,,,,,,Orient BlackSwan,,,,,,,,,,,155
2948,9789367250488,Pencil Evs Class 1 Semesters 1 And 2 Teachers Manual,$1.38,,,,,,,,,(unknown),,,,,,,,,,,
2949,9789367256633,Pencil Science Class 3 Semesters 1 And 2 Teachers Manual,$1.38,,,,,,,,,(unknown),,,,,,,,,,,
2950,9789367259795,Pencil Science Class 4 Semesters 1 And 2 Teachers Manual,$1.38,,,,,,,,,(unknown),,,,,,,,,,,
3011,9789367256602,SPICE WORLD CLASS 5 ENGLISH TERM TM,$1.38,,,,,,,,,(unknown),,,,,,,,,,,
3012,9789367251270,SPICE WORLD CLASS 7 ENGLISH TERM TM,$1.38,,,,,,,,,(unknown),,,,,,,,,,,
3195,9788178123301,UGC NET - History Previous Papers (Solved): Previous Years' Papers Solved,$1.38,,,,,,,,,(unknown),,,,,,,,,,,
21,9788125030331,Golden Gate Accuracy Workbook 1,$1.32,,,,,,,,,Orient BlackSwan,,,,,,,,,,,155
143,9788175300378,The Country without a Post Office : Poems 1991-95,$1.32,,,,,,,,,Orient BlackSwan,,,,,,,,,,,155
144,9788125008323,The Death of an Activist,$1.32,,,,,,,,,Orient BlackSwan,,,,,,,,,,,155
681,9788121616034,"Bachchan Ke Lokpriya Geet [Paperback] [Jan 01, 2017] Bachchan",$1.32,,,,,,,,,Hind Pocket Books,,,,,,,,,,,37
682,9788121617123,"Bangala ki Sarwashreshtha Kahaniyan [Paperback] [Jan 01, 2012] Radheshayam Purohit",$1.32,,,,,,,,,Hind Pocket Books,,,,,,,,,,,37
694,9788121618021,"Mahakumbh: Aashtha Ka Sangam [Paperback] [Jan 01, 2013] Tejpal Singh Dhama [Paperback] [Jan 01, 2017] Tejpal Singh Dhama",$1.32,,,,,,,,,Hind Pocket Books,,,,,,,,,,,37
700,9788121610469,Preeti Katha,$1.32,,,,,,,,,Hind Pocket Books,,,,,,,,,,,37
705,9788121618410,Sai Baba: Jeevani And Bhajanwali,$1.32,,,,,,,,,Hind Pocket Books,,,,,,,,,,,37
713,9788121613965,"Vishwa ki Classic Kahaniyan: Maanav Kalyaan Ke Liye Samarpit Aur Vishv - Charchit Daarshanik, Kavi Evam Chitrakaar ki Chunee Huee Kahaaniyaan",$1.32,,,,,,,,,Hind Pocket Books,,,,,,,,,,,37
802,9788182965966,Icse Understanding Chemistry Class Vi,$1.32,,,,,,,,,Arya Publishing Company,,,,,,,,,,,33
847,9789380644240,"A10-0190-095-SOL ACADEMIC CCE IN SC X [Paperback] [Jan 01, 2017] Books Wagon",$1.32,,,,,,,,,Laxmi Publications,,,,,,,,,,,29
854,9789380644097,Academic Multiple Choice Questions in Social Science IX-X,$1.32,,,,,,,,,Laxmi Publications,,,,,,,,,,,29
857,9788131809167,Comprehensive CCE Question Bank in Science (with solutions) Term-I IX [Paperback],$1.32,,,,,,,,,Laxmi Publications,,,,,,,,,,,29
861,9788131808948,Comprehensive English Communicative Test Papers (File-System) Term-II IX (File-System Term-II Class IX),$1.32,,,,,,,,,Laxmi Publications,,,,,,,,,,,29
870,9789380644202,Solutions to Academic Continuous and Comprehensive Evaluation in Mathematics X,$1.32,,,,,,,,,Laxmi Publications,,,,,,,,,,,29
874,9788131805596,"T12-8945-100-COMP. BIOTECHNOLOGY XII [Paperback] [Jan 01, 2017] Books Wagon",$1.32,,,,,,,,,Laxmi Publications,,,,,,,,,,,29
904,9788121933919,کلیات ہندوی امیر خسرو مع تشریح و تجزیه نسخه برلن: Kulliyaat-E-Hindavi Amir Khusrau (Urdu),$1.32,,,,,,,,,S.Chand (G/L) & Company Ltd,,,,,,,,,,,29
937,9788121934411,"Cells and Reproduction [Perfect Paperback] [Jan 01, 2017] S Chand Publishing",$1.32,,,,,,,,,S Chand Publishing,,,,,,,,,,,25
957,9788121932820,Your Environment - Wildlife in Danger,$1.32,,,,,,,,,S Chand Publishing,,,,,,,,,,,25
1017,9788120758933,"Managing Sales [Paperback] [Jan 01, 2012] Y C Halan",$1.32,,,,,,,,,STERLING PRESS PVT LTD,,,,,,,,,,,22
1029,9788181379160,Divyam Sanskrit Pathyapustak Uttar Pustika 8,$1.32,,,,,,,,,Rachna Sagar,,,,,,,,,,,20
1197,9788122202045,Worlds Most Amazing Puzzles,$1.32,,,,,,,,,Orient Paperbacks,,,,,,,,,,,14
1211,9780863114519,The real brain drain,$1.32,,,,,,,,,Sangam Books,,,,,,,,,,,14
1334,9788177392548,Manual for Comprehensive and Continuous Evaluation Science- VIII,$1.32,,,,,,,,,Avichal Publishing Company,,,,,,,,,,,9
1341,9788184773934,"Classic Love Stories [Paperback] [Jan 01, 2010] Compilation",$1.32,,,,,,,,,BSCHO,,,,,,,,,,,9
1358,9788170701897,Ek Mein Anek-1 (Hindi) (Hindi Edition),$1.32,,,,,,,,,Ratna Sagar P. Ltd.,,,,,,,,,,,9
1359,9788170701996,Ek Mein Anek-2 (Hindi) (Hindi Edition),$1.32,,,,,,,,,Ratna Sagar P. Ltd.,,,,,,,,,,,9
1371,9781107663848,Snowflakes: Teachers Manual 2,$1.32,,,,,,,,,Cambridge University Press,,,,,,,,,,,8
1399,9788121616270,Air Hostess Ki Diary,$1.32,,,,,,,,,HPB/FC,,,,,,,,,,,8
1475,9788184042573,Access 2007: The Missing Manual,$1.32,,,,,,,,,O'Reilly Media,,,,,,,,,,,6
1521,9788122308655,Mukhakriti Vigyan Arthath Face Reading,$1.32,,,,,,,,,Pustak Mahal,,,,,,,,,,,5
1523,9788122314458,"爨ｮ爨ｹ爨ｾ爨爨ｾ爨ｰ爨､ 爨歩･ 爨ｶ爨ｿ爨歩･爨ｷ爨ｾ爨ｪ爭爨ｰ爨ｦ 爨ｨ爭爨､爨ｿ 爨歩､･爨ｾ爨爨 [Paperback] [Jan 01, 2017] Books Wagon",$1.32,,,,,,,,,Pustak Mahal,,,,,,,,,,,5
1540,9788184350548,Beyond Borders: A Collection of New Poems,$1.32,,,,,,,,,Adhyayan Publishers & Distributors,,,,,,,,,,,4
1609,9788131905685,Love Astrology,$1.32,,,,,,,,,B Jain Publishers Pvt Ltd,,,,,,,,,,,3
1644,9788122202632,Achieve Success and Happiness,$1.32,,,,,,,,,Orient Publishing,,,,,,,,,,,3
1647,9788125011200,Cryptic death and other stories,$1.32,,,,,,,,,Orient Longman,,,,,,,,,,,3
1665,9788122311679,Maa Saraswati: Goddess Of Knowledge And Wisdom (Rep),$1.32,,,,,,,,,Pustak Mahal - New Delhi,,,,,,,,,,,3
1674,9788178792699,Fielding Drills in Cricket,$1.32,,,,,,,,,Sports Publication,,,,,,,,,,,3
1706,9788180561191,Hom Ki Adhbhut Shakti(Hindi),$1.32,,,,,,,,,B. Jain Large Print,,,,,,,,,,,2
1790,9789380302959,A Bouquet of Poems,$1.32,,,,,,,,,Mind Melodies,,,,,,,,,,,2
1799,9788176761505,Tales Of Chattrapati Shivaji & Read Aloud - Tales Of Bravery & Courage,$1.32,,,,,,,,,Nita Mehta,,,,,,,,,,,2
1812,9788171103140,1100 Proverbs,$1.32,,,,,,,,,Parimal Publications,,,,,,,,,,,2
1820,9788120744691,"The Drowning Crown [Paperback] [Jan 01, 2017] Sterling",$1.32,,,,,,,,,Poisoned Pen Press,,,,,,,,,,,2
1987,9789380864006,Synthesis of Yoga,$1.32,,,,,,,,,Chinmaya International Foundation Shodha Sanathan,,,,,,,,,,,1
2066,9788173862588,The Mystery of Human Life,$1.32,,,,,,,,,Books for All,,,,,,,,,,,1
2077,9788125007364,"DESMOND TUTU [Paperback] [Jan 01, 2002] DAVID WINNER",$1.32,,,,,,,,,Gareth Stevens Pub,,,,,,,,,,,1
2127,9788180561566,Drive a Great Sale,$1.32,,,,,,,,,JAIN PVT,,,,,,,,,,,1
2273,9789383142231,Gita Darshanam,$1.32,,,,,,,,,"Ramakrishna Math, Hyderabad",,,,,,,,,,,1
2320,9788184771336,FIVE PLAYS FOR CHILDREN [Paperback] TENDULKAR VIJAY,$1.32,,,,,,,,,SCHOLASTIC CHILDREN,,,,,,,,,,,1
2446,9788100000274,Niranjan Realizing Godhead in Guru,$1.32,,,,,,,,,Yoga Publications Trust/Munger/Bihar/India,,,,,,,,,,,1
2485,9789393304704,"A Textbook of Pharmaceutical Regulatory Science, B.Pharma VIII",$1.32,,,,,,,,,(unknown),,,,,,,,,,,
2498,9788120790575,Aarti book,$1.32,,,,,,,,,(unknown),,,,,,,,,,,
2518,9788125012306,Ancient Roman Literature Vol 1,$1.32,,,,,,,,,(unknown),,,,,,,,,,,
2614,9789788179917,Culinary Treasures Of Marathwada,$1.32,,,,,,,,,(unknown),,,,,,,,,,,
2631,9788186004081,Delicious Parlour Ice-Creams,$1.32,,,,,,,,,(unknown),,,,,,,,,,,
2656,9788120769762,Early Learning,$1.32,,,,,,,,,(unknown),,,,,,,,,,,
2746,9788120797420,Homegoing,$1.32,,,,,,,,,(unknown),,,,,,,,,,,
2770,9788120796904,Indian Booker Prize Winners (A Critical Study of Their Works),$1.32,,,,,,,,,(unknown),,,,,,,,,,,
2825,9789357432849,MAJOR SOMNATH SHARMA,$1.32,,,,,,,,,(unknown),,,,,,,,,,,
2891,9780895402363,New Measures in Astrology: A Symbolic Basis in Directions,$1.32,,,,,,,,,(unknown),,,,,,,,,,,
3056,9788184030853,Sri-Sri Prema-bhakti-chandrika(By Gadadharaprana dasa),$1.32,,,,,,,,,(unknown),,,,,,,,,,,
3087,9788125004660,THE DALAI LAMA,$1.32,,,,,,,,,(unknown),,,,,,,,,,,
3098,9788122313307,TRUE STORIES OF MYSTIC PLACES,$1.32,,,,,,,,,(unknown),,,,,,,,,,,
3100,9789380761589,Tales from the Mahabharata,$1.32,,,,,,,,,(unknown),,,,,,,,,,,
3165,9788122310238,The Teachings of Buddha,$1.32,,,,,,,,,(unknown),,,,,,,,,,,
7,9788125009689,Bill Gates and Microsoft,$1.26,,,,,,,,,Orient BlackSwan,,,,,,,,,,,155
71,9788125021711,"Mastering Business English: Companies, Finance and Banking",$1.26,,,,,,,,,Orient BlackSwan,,,,,,,,,,,155
72,9788125021698,Mastering Business English: Office Routine,$1.26,,,,,,,,,Orient BlackSwan,,,,,,,,,,,155
82,9788125025573,Navrang Saral Hindi Pathyapustakmala: Praveshika 1,$1.26,,,,,,,,,Orient BlackSwan,,,,,,,,,,,155
83,9788125025580,Navrang Saral Hindi Pathyapustakmala: Praveshika 2,$1.26,,,,,,,,,Orient BlackSwan,,,,,,,,,,,155
467,9789351030515,Emma Bigton and the Sphinx,$1.26,,,,,,,,,Scholastic,,,,,,,,,,,72
470,9789351039693,For Kids By Kids: Award Winning Stories From The 2015 Scholastic Writing Awards,$1.26,,,,,,,,,Scholastic,,,,,,,,,,,72
484,9781785980213,Mini Encyclopedias Earth [Paperback],$1.26,,,,,,,,,Scholastic,,,,,,,,,,,72
485,9788184773910,More Paper Craft,$1.26,,,,,,,,,Scholastic,,,,,,,,,,,72
498,9789351030478,Scifun,$1.26,,,,,,,,,Scholastic,,,,,,,,,,,72
500,9788176555890,"Shouting, Singing, Smiling: 70 Selected Poems",$1.26,,,,,,,,,Scholastic,,,,,,,,,,,72
501,9788184773927,Spooky Stories (Fiction),$1.26,,,,,,,,,Scholastic,,,,,,,,,,,72
512,9789352755028,"The Little Book of Quotations #1 [Paperback] [Jan 01, 2018] NA",$1.26,,,,,,,,,Scholastic,,,,,,,,,,,72
513,9789352755035,"The Little Book of Quotations #2 [Paperback] [Jan 01, 2018] NA",$1.26,,,,,,,,,Scholastic,,,,,,,,,,,72
514,9789352755042,"The Little Book of Quotations #3 [Paperback] [Jan 01, 2018] NA",$1.26,,,,,,,,,Scholastic,,,,,,,,,,,72
519,9788184770414,Trash Crafts,$1.26,,,,,,,,,Scholastic,,,,,,,,,,,72
544,9788178121147,Exploring English,$1.26,,,,,,,,,Ramesh Publishing House,,,,,,,,,,,66
560,9788186877722,Objective Civil Engineering,$1.26,,,,,,,,,Ramesh Publishing House,,,,,,,,,,,66
566,9788178122724,Objective Philosophy (Popular Master Guide),$1.26,,,,,,,,,Ramesh Publishing House,,,,,,,,,,,66
586,9788178122489,UGC-NET: Geography: Previous Solved Papers (Popular Master Guide),$1.26,,,,,,,,,Ramesh Publishing House,,,,,,,,,,,66
679,9788121620284,Adbhut Brahmand,$1.26,,,,,,,,,Hind Pocket Books,,,,,,,,,,,37
692,9788121615150,Hindi Ke Lokpriye Geetkar,$1.26,,,,,,,,,Hind Pocket Books,,,,,,,,,,,37
917,9780143103882,"Phir Subah Hogi (Hindi) [Paperback] [Jan 01, 2013] Jaiswal; Sanjeev 'Sanjay'",$1.26,,,,,,,,,Penguin,,,,,,,,,,,28
1156,9788178122465,CBSE-UGC-NET - History Previous Papers (Solved),$1.26,,,,,,,,,RPH,,,,,,,,,,,15
1162,9788178121543,JIPMER Pondicherry Medical Entrance Exam: Previous Year's Solved Papers (Old Edition),$1.26,,,,,,,,,RPH,,,,,,,,,,,15
1164,9788178122731,Objective Commerce (Popular Master Guide),$1.26,,,,,,,,,RPH,,,,,,,,,,,15
1202,9788173702518,Maths Practice Book 0,$1.26,,,,,,,,,Sangam Books,,,,,,,,,,,14
1203,9788173702525,Maths Practice Book 1,$1.26,,,,,,,,,Sangam Books,,,,,,,,,,,14
1204,9788173702532,Maths Practice Book 2,$1.26,,,,,,,,,Sangam Books,,,,,,,,,,,14
1205,9788173702549,Maths Practice Book 3,$1.26,,,,,,,,,Sangam Books,,,,,,,,,,,14
1340,9788184771220,Bal Krishna Aur Anya Devi-Devta,$1.26,,,,,,,,,BSCHO,,,,,,,,,,,9
1347,9788184776287,"The Book of Indian Ghost Stories [Paperback] [Jan 01, 2010] S. Mukherji",$1.26,,,,,,,,,BSCHO,,,,,,,,,,,9
1971,9788184779622,Out of this World - All the Cool Bits about Space,$1.26,,,,,,,,,Buster Books,,,,,,,,,,,1
2143,9788125041740,Arms And The Man,$1.26,,,,,,,,,Kessinger Publishing,,,,,,,,,,,1
2481,9789393304612,"A Textbook of Medicinal Chemistry I, B.Pharma IV",$1.26,,,,,,,,,(unknown),,,,,,,,,,,
2915,9788178120232,Objective Electrical Engineering,$1.26,,,,,,,,,(unknown),,,,,,,,,,,
2917,9788178123165,Objective Home Science (Popular Master Guide),$1.26,,,,,,,,,(unknown),,,,,,,,,,,
3196,9788178122571,UGC NET: Hindi Previous Papers (Solved):,$1.26,,,,,,,,,(unknown),,,,,,,,,,,
4,9788125008286,A silence in the city and other stories,$1.20,,,,,,,,,Orient BlackSwan,,,,,,,,,,,155
530,9788178122663,CBSE-UGC-NET: Social Science Previous Paper (Solved),$1.20,,,,,,,,,Ramesh Publishing House,,,,,,,,,,,66
571,9788178120270,Popular General Knowledge,$1.20,,,,,,,,,Ramesh Publishing House,,,,,,,,,,,66
572,9788178120607,Popular General Knowledge (Hindi),$1.20,,,,,,,,,Ramesh Publishing House,,,,,,,,,,,66
580,9788178122786,Treasury of Quotations,$1.20,,,,,,,,,Ramesh Publishing House,,,,,,,,,,,66
704,9788121616744,"Ravan Ko Gussa Kyun Aata Hai [Paperback] [Jan 01, 2012] Vimal Kumar",$1.20,,,,,,,,,Hind Pocket Books,,,,,,,,,,,37
